-1,68.52,144.82
-1,76.738,137.69
-1,72.878,142.81
-1,71.86,141.78
-1,79.406,141.51
-1,81.91,141.98
1,86.755,134.17
1,87.97,134.87
-1,90.59,132.08
-1,90.035,134.06
1,92.463,131.28
-1,94.94,128.6
1,92.438,134.86
1,91.894,132.14
1,80.604,134.44
-1,86.445,140.94
-1,78.033,143.73
-1,71.143,142.84
1,71.682,139.19
-1,80.886,136.2
