-1,69.057,145.28
-1,76.61,136.88
-1,73.04,140.2
-1,71.675,141.8
1,80.402,141.01
1,81.037,139.55
1,85.576,132.74
-1,90.636,135.76
-1,91.85,131.24
1,90.212,129.66
-1,92.002,130.26
1,96.581,129.83
-1,93.671,135.58
1,89.425,131.1
-1,79.922,135.46
-1,88.087,139.55
-1,77.286,144.96
1,72.855,140.84
-1,73.317,142.16
-1,82.15,137.24
