-1,69.381,145.68
-1,77.298,137.55
-1,72.177,142.4
-1,69.329,142.96
-1,78.926,140.12
-1,81.306,140.95
-1,83.621,135
-1,90.547,137.45
1,91.391,132.63
-1,89.042,132.72
1,92.832,130.95
1,92.885,130.77
-1,92.125,136.53
1,89.277,131.65
1,80.228,136.73
1,87.308,138.31
-1,76.069,144.46
1,73.777,139.94
-1,73.678,139.48
-1,79.08,136.71
